0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.178169250488281250e-01,7.450370788574218750e-01,8.284492492675781250e-01,9.264640808105468750e-01,9.996986389160156250e-01,1.019168853759765625e+00,9.996986389160156250e-01,9.264640808105468750e-01,8.284492492675781250e-01,7.450370788574218750e-01,6.178169250488281250e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.945854187011718750e-01,7.930488586425781250e-01,9.149589538574218750e-01,1.043949127197265625e+00,1.165416717529296875e+00,1.253807067871093750e+00,1.287879943847656250e+00,1.253807067871093750e+00,1.165416717529296875e+00,1.043949127197265625e+00,9.149589538574218750e-01,7.930488586425781250e-01,5.945854187011718750e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.844078063964843750e-01,7.968101501464843750e-01,9.866447448730468750e-01,1.145725250244140625e+00,1.304252624511718750e+00,1.448509216308593750e+00,1.560020446777343750e+00,1.594093322753906250e+00,1.560020446777343750e+00,1.448509216308593750e+00,1.304252624511718750e+00,1.145725250244140625e+00,9.866447448730468750e-01,7.968101501464843750e-01,5.844078063964843750e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.021018981933593750e-01,6.430397033691406250e-01,8.346443176269531250e-01,1.016513824462890625e+00,1.221061706542968750e+00,1.442756652832031250e+00,1.667106628417968750e+00,1.857383728027343750e+00,1.991905212402343750e+00,2.043678283691406250e+00,1.991905212402343750e+00,1.857383728027343750e+00,1.667106628417968750e+00,1.442756652832031250e+00,1.221061706542968750e+00,1.016513824462890625e+00,8.346443176269531250e-01,6.430397033691406250e-01,5.021018981933593750e-01
6.614036560058593750e-01,7.981376647949218750e-01,9.727058410644531250e-01,1.181789398193359375e+00,1.407798767089843750e+00,1.637016296386718750e+00,1.858268737792968750e+00,2.142356872558593750e+00,2.383079528808593750e+00,2.597694396972656250e+00,2.668937683105468750e+00,2.597694396972656250e+00,2.383079528808593750e+00,2.142356872558593750e+00,1.858268737792968750e+00,1.637016296386718750e+00,1.407798767089843750e+00,1.181789398193359375e+00,9.727058410644531250e-01,7.981376647949218750e-01
1.066738128662109375e+00,1.244071960449218750e+00,1.424613952636718750e+00,1.612678527832031250e+00,1.802513122558593750e+00,2.034828186035156250e+00,2.300331115722656250e+00,2.646369934082031250e+00,2.963645935058593750e+00,3.172950744628906250e+00,3.226051330566406250e+00,3.172950744628906250e+00,2.963645935058593750e+00,2.646369934082031250e+00,2.300331115722656250e+00,2.034828186035156250e+00,1.802513122558593750e+00,1.612678527832031250e+00,1.424613952636718750e+00,1.244071960449218750e+00
1.464881896972656250e+00,1.620643615722656250e+00,1.782600402832031250e+00,1.958717346191406250e+00,2.147224426269531250e+00,2.396797180175781250e+00,2.733543395996093750e+00,3.119850158691406250e+00,3.386238098144531250e+00,3.529830932617187500e+00,3.581161499023437500e+00,3.529830932617187500e+00,3.386238098144531250e+00,3.119850158691406250e+00,2.733543395996093750e+00,2.396797180175781250e+00,2.147224426269531250e+00,1.958717346191406250e+00,1.782600402832031250e+00,1.620643615722656250e+00
1.769767761230468750e+00,1.912254333496093750e+00,2.065803527832031250e+00,2.229530334472656250e+00,2.441490173339843750e+00,2.731330871582031250e+00,3.126487731933593750e+00,3.470535278320312500e+00,3.711257934570312500e+00,3.885604858398437500e+00,3.957290649414062500e+00,3.885604858398437500e+00,3.711257934570312500e+00,3.470535278320312500e+00,3.126487731933593750e+00,2.731330871582031250e+00,2.441490173339843750e+00,2.229530334472656250e+00,2.065803527832031250e+00,1.912254333496093750e+00
1.999870300292968750e+00,2.153419494628906250e+00,2.302986145019531250e+00,2.473793029785156250e+00,2.709205627441406250e+00,3.049049377441406250e+00,3.411018371582031250e+00,3.723648071289062500e+00,4.085617065429687500e+00,4.584762573242187500e+00,4.918411254882812500e+00,4.584762573242187500e+00,4.085617065429687500e+00,3.723648071289062500e+00,3.411018371582031250e+00,3.049049377441406250e+00,2.709205627441406250e+00,2.473793029785156250e+00,2.302986145019531250e+00,2.153419494628906250e+00
2.142356872558593750e+00,2.320686340332031250e+00,2.472023010253906250e+00,2.653450012207031250e+00,2.912757873535156250e+00,3.232246398925781250e+00,3.543106079101562500e+00,3.882949829101562500e+00,4.349349975585937500e+00,4.795394897460937500e+00,5.114883422851562500e+00,4.795394897460937500e+00,4.349349975585937500e+00,3.882949829101562500e+00,3.543106079101562500e+00,3.232246398925781250e+00,2.912757873535156250e+00,2.653450012207031250e+00,2.472023010253906250e+00,2.320686340332031250e+00
2.208732604980468750e+00,2.375114440917968750e+00,2.526451110839843750e+00,2.722480773925781250e+00,2.977806091308593750e+00,3.274284362792968750e+00,3.580276489257812500e+00,3.924545288085937500e+00,4.378555297851562500e+00,4.783889770507812500e+00,5.099838256835937500e+00,4.783889770507812500e+00,4.378555297851562500e+00,3.924545288085937500e+00,3.580276489257812500e+00,3.274284362792968750e+00,2.977806091308593750e+00,2.722480773925781250e+00,2.526451110839843750e+00,2.375114440917968750e+00
2.142356872558593750e+00,2.320686340332031250e+00,2.472023010253906250e+00,2.653450012207031250e+00,2.912757873535156250e+00,3.232246398925781250e+00,3.543106079101562500e+00,3.882949829101562500e+00,4.349349975585937500e+00,4.795394897460937500e+00,5.114883422851562500e+00,4.795394897460937500e+00,4.349349975585937500e+00,3.882949829101562500e+00,3.543106079101562500e+00,3.232246398925781250e+00,2.912757873535156250e+00,2.653450012207031250e+00,2.472023010253906250e+00,2.320686340332031250e+00
1.999870300292968750e+00,2.153419494628906250e+00,2.302986145019531250e+00,2.473793029785156250e+00,2.709205627441406250e+00,3.049049377441406250e+00,3.411018371582031250e+00,3.723648071289062500e+00,4.085617065429687500e+00,4.584762573242187500e+00,4.918411254882812500e+00,4.584762573242187500e+00,4.085617065429687500e+00,3.723648071289062500e+00,3.411018371582031250e+00,3.049049377441406250e+00,2.709205627441406250e+00,2.473793029785156250e+00,2.302986145019531250e+00,2.153419494628906250e+00
1.769767761230468750e+00,1.912254333496093750e+00,2.065803527832031250e+00,2.229530334472656250e+00,2.441490173339843750e+00,2.731330871582031250e+00,3.126487731933593750e+00,3.470535278320312500e+00,3.711257934570312500e+00,3.885604858398437500e+00,3.957290649414062500e+00,3.885604858398437500e+00,3.711257934570312500e+00,3.470535278320312500e+00,3.126487731933593750e+00,2.731330871582031250e+00,2.441490173339843750e+00,2.229530334472656250e+00,2.065803527832031250e+00,1.912254333496093750e+00
1.464881896972656250e+00,1.620643615722656250e+00,1.782600402832031250e+00,1.958717346191406250e+00,2.147224426269531250e+00,2.396797180175781250e+00,2.733543395996093750e+00,3.119850158691406250e+00,3.386238098144531250e+00,3.529830932617187500e+00,3.581161499023437500e+00,3.529830932617187500e+00,3.386238098144531250e+00,3.119850158691406250e+00,2.733543395996093750e+00,2.396797180175781250e+00,2.147224426269531250e+00,1.958717346191406250e+00,1.782600402832031250e+00,1.620643615722656250e+00
1.066738128662109375e+00,1.244071960449218750e+00,1.424613952636718750e+00,1.612678527832031250e+00,1.802513122558593750e+00,2.034828186035156250e+00,2.300331115722656250e+00,2.646369934082031250e+00,2.963645935058593750e+00,3.172950744628906250e+00,3.226051330566406250e+00,3.172950744628906250e+00,2.963645935058593750e+00,2.646369934082031250e+00,2.300331115722656250e+00,2.034828186035156250e+00,1.802513122558593750e+00,1.612678527832031250e+00,1.424613952636718750e+00,1.244071960449218750e+00
6.614036560058593750e-01,7.981376647949218750e-01,9.727058410644531250e-01,1.181789398193359375e+00,1.407798767089843750e+00,1.637016296386718750e+00,1.858268737792968750e+00,2.142356872558593750e+00,2.383079528808593750e+00,2.597694396972656250e+00,2.668937683105468750e+00,2.597694396972656250e+00,2.383079528808593750e+00,2.142356872558593750e+00,1.858268737792968750e+00,1.637016296386718750e+00,1.407798767089843750e+00,1.181789398193359375e+00,9.727058410644531250e-01,7.981376647949218750e-01
0.000000000000000000e+00,5.021018981933593750e-01,6.430397033691406250e-01,8.346443176269531250e-01,1.016513824462890625e+00,1.221061706542968750e+00,1.442756652832031250e+00,1.667106628417968750e+00,1.857383728027343750e+00,1.991905212402343750e+00,2.043678283691406250e+00,1.991905212402343750e+00,1.857383728027343750e+00,1.667106628417968750e+00,1.442756652832031250e+00,1.221061706542968750e+00,1.016513824462890625e+00,8.346443176269531250e-01,6.430397033691406250e-01,5.021018981933593750e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.844078063964843750e-01,7.968101501464843750e-01,9.866447448730468750e-01,1.145725250244140625e+00,1.304252624511718750e+00,1.448509216308593750e+00,1.560020446777343750e+00,1.594093322753906250e+00,1.560020446777343750e+00,1.448509216308593750e+00,1.304252624511718750e+00,1.145725250244140625e+00,9.866447448730468750e-01,7.968101501464843750e-01,5.844078063964843750e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.945854187011718750e-01,7.930488586425781250e-01,9.149589538574218750e-01,1.043949127197265625e+00,1.165416717529296875e+00,1.253807067871093750e+00,1.287879943847656250e+00,1.253807067871093750e+00,1.165416717529296875e+00,1.043949127197265625e+00,9.149589538574218750e-01,7.930488586425781250e-01,5.945854187011718750e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
